ID,LEVEL_ID,ELEVATION,HEIGHT,THICKNESS,VOLUME
"161838","161782","0","3300","100","0.155"
"161839","161782","0","3300","100","0.2545"
"161840","161782","0","3300","100","0.31"
"161841","161782","0","3300","100","0.217"
"161842","161782","0","3300","100","0.155"
"161843","161782","0","3300","100","0.2545"
"161844","161782","0","3300","200","2.976"
"161845","161782","0","3300","100","0.738"
"161846","161782","0","3300","100","2.201"
"161847","161782","0","3300","200","2.976"
"161848","161782","0","3300","100","0.31"
"161849","161782","0","3300","100","0.217"
"161850","161782","0","3300","100","0.155"
"161851","161782","0","3300","100","0.2545"
"161852","161782","0","3300","100","0.31"
"161853","161782","0","3300","100","0.217"
"161854","161782","0","3300","100","0.155"
"161855","161782","0","3300","100","0.2545"
"161856","161782","0","3300","100","0.31"
"161857","161782","0","3300","100","0.217"
"161858","161782","0","3300","100","0.155"
"161859","161782","0","3300","100","0.2545"
"161860","161782","0","3300","100","1.128"
"161861","161782","0","3300","100","0.8525"
"161862","161782","0","3300","100","0.3875"
"161863","161782","0","3300","100","0.6355"
"161864","161782","0","3300","200","2.976"
"161865","161782","0","3300","100","0.5645"
"161866","161782","0","3300","100","0.6045"
"161867","161782","0","3300","100","0.5025"
"161868","161782","0","3300","100","0.6045"
"161869","161782","0","3300","100","0.5025"
"161870","161782","0","3300","100","0.369"
"161871","161782","0","3300","100","0.369"
"161872","161782","0","3300","100","0.738"
"161873","161782","0","3300","100","2.012"
"161874","161782","0","3300","200","2.976"
"161875","161782","0","3300","100","0.31"
"161876","161782","0","3300","100","0.217"
"161877","161782","0","3300","100","0.155"
"161878","161782","0","3300","100","0.2545"
"161879","161782","0","3300","100","0.31"
"161880","161782","0","3300","100","0.217"
"161881","161782","0","3300","100","0.155"
"161882","161782","0","3300","100","0.2545"
"161883","161782","0","3300","100","1.776"
"161884","161782","0","3300","100","0.527"
"161885","161782","0","3300","100","0.1705"
"161886","161782","0","3300","100","0.2015"
"161887","161782","0","3300","100","0.431"
"161888","161782","0","3300","100","0.431"
"161889","161782","0","3300","100","0.6355"
"161890","161782","0","3300","100","0.5025"
"161891","161782","0","3300","100","0.6355"
"161892","161782","0","3300","100","0.5025"
"161893","161782","0","3300","200","2.976"
"161894","161782","0","3300","200","2.976"
"161895","161782","0","3300","100","0.6355"
"161896","161782","0","3300","100","0.5645"
"161897","161782","0","3300","100","0.524"
"161898","161782","0","3300","100","0.6355"
"161899","161782","0","3300","100","0.5025"
"161900","161782","0","3300","100","0.6355"
"161901","161782","0","3300","100","0.5645"
"161902","161782","0","3300","100","0.738"
"161903","161782","0","3300","100","0.738"
"161904","161782","0","3300","200","2.976"
"161905","161782","0","3300","100","0.31"
"161906","161782","0","3300","100","0.217"
"161907","161782","0","3300","100","0.155"
"161908","161782","0","3300","100","0.2545"
"161909","161782","0","3300","100","0.31"
"161910","161782","0","3300","100","0.217"
"161911","161782","0","3300","100","0.155"
"161912","161782","0","3300","100","0.2545"
"161913","161782","0","3300","100","0.738"
"161914","161782","0","3300","100","0.31"
"161915","161782","0","3300","100","0.217"
"161916","161782","0","3300","100","0.155"
"161917","161782","0","3300","100","0.2545"
"161918","161782","0","3300","100","0.31"
"161919","161782","0","3300","100","0.217"
"161920","161782","0","3300","100","0.155"
"161921","161782","0","3300","100","0.2545"
"161922","161782","0","3300","100","2.201"
"161923","161782","0","3300","100","0.3565"
"161924","161782","0","3300","100","0.217"
"161925","161782","0","3300","100","0.155"
"161926","161782","0","3300","100","0.2545"
"162070","162068","0","3300","400","15.847"
"162071","162068","0","3300","400","48.2307"
"162072","162068","0","3300","400","16.6607"
"162073","162068","0","3300","200","4.488"
"162074","162068","0","3300","200","3.391"
"162075","162068","0","3300","200","3.053"
"162076","162068","0","3300","200","4.457"
"162077","162068","0","3300","200","4.488"
"162078","162068","0","3300","200","1.855"
"162079","162068","0","3300","200","4.567"
"162080","162068","0","3300","200","3.315"
"162081","162068","0","3300","200","3.122"
"162082","162068","0","3300","100","0.924"
"162083","162068","0","3300","100","0.924"
"162084","162068","0","3300","200","1.848"
"162085","162068","0","3300","100","2.232"
"162086","162068","0","3300","100","0.837"
"162087","162068","0","3300","100","0.3875"
"162088","162068","0","3300","200","2.976"
"162089","162068","0","3300","100","2.201"
"162090","162068","0","3300","500","5.58"
"162091","162068","0","3300","500","3.255"
"162092","162068","0","3300","400","43.4907"
"162093","162068","0","3300","500","5.58"
"162094","162068","0","3300","500","3.255"
"162095","162068","0","3300","500","5.58"
"162096","162068","0","3300","500","3.255"
"162097","162068","0","3300","500","5.58"
"162098","162068","0","3300","500","3.255"
"162099","162068","0","3300","500","5.58"
"162100","162068","0","3300","500","3.255"
"162101","162068","0","3300","500","5.58"
"162102","162068","0","3300","500","3.255"
"162103","162068","0","3300","500","2.79"
"162104","162068","0","3300","200","4.433"
"162105","162068","0","3300","500","2.79"
"162106","162068","0","3300","200","4.433"
"162107","162068","0","3300","500","2.79"
"162108","162068","0","3300","500","5.58"
"162109","162068","0","3300","500","3.255"
"162110","162068","0","3300","500","5.58"
"162111","162068","0","3300","500","3.255"
"162112","162068","0","3300","500","5.58"
"162113","162068","0","3300","500","3.255"
"162114","162068","0","3300","100","0.431"
"162115","162068","0","3300","100","0.431"
"162116","162068","0","3300","100","0.738"
"162117","162068","0","3300","100","2.201"
"162118","162068","0","3300","200","2.976"
"162119","162068","0","3300","100","0.31"
"162120","162068","0","3300","100","0.217"
"162121","162068","0","3300","100","0.155"
"162122","162068","0","3300","100","0.2545"
"162123","162068","0","3300","100","0.31"
"162124","162068","0","3300","100","0.217"
"162125","162068","0","3300","100","0.155"
"162126","162068","0","3300","100","0.2545"
"162127","162068","0","3300","100","0.31"
"162128","162068","0","3300","100","0.217"
"162129","162068","0","3300","100","0.155"
"162130","162068","0","3300","100","0.2545"
"162131","162068","0","3300","200","2.976"
"162132","162068","0","3300","100","0.738"
"162133","162068","0","3300","100","2.201"
"162134","162068","0","3300","200","2.976"
"162135","162068","0","3300","100","0.31"
"162136","162068","0","3300","100","0.217"
"162137","162068","0","3300","100","0.155"
"162138","162068","0","3300","100","0.2545"
"162139","162068","0","3300","100","0.31"
"162140","162068","0","3300","100","0.217"
"162141","162068","0","3300","100","0.155"
"162142","162068","0","3300","100","0.2545"
"162143","162068","0","3300","100","0.31"
"162144","162068","0","3300","100","0.217"
"162145","162068","0","3300","100","0.155"
"162146","162068","0","3300","100","0.2545"
"162147","162068","0","3300","100","1.128"
"162148","162068","0","3300","100","0.8525"
"162149","162068","0","3300","100","0.3875"
"162150","162068","0","3300","100","0.6355"
"162151","162068","0","3300","200","2.976"
"162152","162068","0","3300","100","0.5645"
"162153","162068","0","3300","100","0.6045"
"162154","162068","0","3300","100","0.5025"
"162155","162068","0","3300","100","0.6045"
"162156","162068","0","3300","100","0.5025"
"162157","162068","0","3300","100","0.369"
"162158","162068","0","3300","100","0.369"
"162159","162068","0","3300","100","0.738"
"162160","162068","0","3300","100","2.012"
"162161","162068","0","3300","200","2.976"
"162162","162068","0","3300","100","0.31"
"162163","162068","0","3300","100","0.217"
"162164","162068","0","3300","100","0.155"
"162165","162068","0","3300","100","0.2545"
"162166","162068","0","3300","100","0.31"
"162167","162068","0","3300","100","0.217"
"162168","162068","0","3300","100","0.155"
"162169","162068","0","3300","100","0.2545"
"162170","162068","0","3300","100","1.776"
"162171","162068","0","3300","100","0.527"
"162172","162068","0","3300","100","0.1705"
"162173","162068","0","3300","100","0.2015"
"162174","162068","0","3300","100","0.431"
"162175","162068","0","3300","100","0.431"
"162176","162068","0","3300","100","0.6355"
"162177","162068","0","3300","100","0.5025"
"162178","162068","0","3300","100","0.6355"
"162179","162068","0","3300","100","0.5025"
"162180","162068","0","3300","200","2.976"
"162181","162068","0","3300","200","2.976"
"162182","162068","0","3300","100","0.6355"
"162183","162068","0","3300","100","0.5645"
"162184","162068","0","3300","100","0.524"
"162185","162068","0","3300","100","0.6355"
"162186","162068","0","3300","100","0.5025"
"162187","162068","0","3300","100","0.6355"
"162188","162068","0","3300","100","0.5645"
"162189","162068","0","3300","100","0.738"
"162190","162068","0","3300","100","0.738"
"162191","162068","0","3300","200","2.976"
"162192","162068","0","3300","100","0.31"
"162193","162068","0","3300","100","0.217"
"162194","162068","0","3300","100","0.155"
"162195","162068","0","3300","100","0.2545"
"162196","162068","0","3300","100","0.31"
"162197","162068","0","3300","100","0.217"
"162198","162068","0","3300","100","0.155"
"162199","162068","0","3300","100","0.2545"
"162200","162068","0","3300","100","0.738"
"162201","162068","0","3300","100","0.31"
"162202","162068","0","3300","100","0.217"
"162203","162068","0","3300","100","0.155"
"162204","162068","0","3300","100","0.2545"
"162205","162068","0","3300","100","0.31"
"162206","162068","0","3300","100","0.217"
"162207","162068","0","3300","100","0.155"
"162208","162068","0","3300","100","0.2545"
"162209","162068","0","3300","100","2.201"
"162210","162068","0","3300","100","0.3565"
"162211","162068","0","3300","100","0.217"
"162212","162068","0","3300","100","0.155"
"162213","162068","0","3300","100","0.2545"
"162214","162069","0","3300","400","16.158"
"162215","162069","0","3300","400","47.106"
"162216","162069","0","3300","400","15.3443"
"162217","162069","0","3300","200","4.488"
"162218","162069","0","3300","200","3.391"
"162219","162069","0","3300","200","3.053"
"162220","162069","0","3300","200","4.457"
"162221","162069","0","3300","200","4.488"
"162222","162069","0","3300","200","1.855"
"162223","162069","0","3300","200","4.567"
"162224","162069","0","3300","200","3.315"
"162225","162069","0","3300","200","3.122"
"162226","162069","0","3300","100","0.924"
"162227","162069","0","3300","100","0.924"
"162228","162069","0","3300","200","1.848"
"162229","162069","0","3300","100","2.232"
"162230","162069","0","3300","100","0.837"
"162231","162069","0","3300","100","0.3875"
"162232","162069","0","3300","200","2.976"
"162233","162069","0","3300","100","2.201"
"162234","162069","0","3300","500","5.58"
"162235","162069","0","3300","500","3.255"
"162236","162069","0","3300","400","45.693"
"162237","162069","0","3300","500","5.58"
"162238","162069","0","3300","500","3.255"
"162239","162069","0","3300","500","5.58"
"162240","162069","0","3300","500","3.255"
"162241","162069","0","3300","500","5.58"
"162242","162069","0","3300","500","3.255"
"162243","162069","0","3300","500","5.58"
"162244","162069","0","3300","500","3.255"
"162245","162069","0","3300","500","5.58"
"162246","162069","0","3300","500","3.255"
"162247","162069","0","3300","500","2.79"
"162248","162069","0","3300","200","4.433"
"162249","162069","0","3300","500","2.79"
"162250","162069","0","3300","200","4.433"
"162251","162069","0","3300","500","2.79"
"162252","162069","0","3300","500","5.58"
"162253","162069","0","3300","500","3.255"
"162254","162069","0","3300","500","5.58"
"162255","162069","0","3300","500","3.255"
"162256","162069","0","3300","500","5.58"
"162257","162069","0","3300","500","3.255"
"162258","162069","0","3300","100","0.431"
"162259","162069","0","3300","100","0.431"
"162260","162069","0","3300","100","0.738"
"162261","162069","0","3300","100","2.201"
"162262","162069","0","3300","200","2.976"
"162263","162069","0","3300","100","0.31"
"162264","162069","0","3300","100","0.217"
"162265","162069","0","3300","100","0.155"
"162266","162069","0","3300","100","0.2545"
"162267","162069","0","3300","100","0.31"
"162268","162069","0","3300","100","0.217"
"162269","162069","0","3300","100","0.155"
"162270","162069","0","3300","100","0.2545"
"162271","162069","0","3300","100","0.31"
"162272","162069","0","3300","100","0.217"
"162273","162069","0","3300","100","0.155"
"162274","162069","0","3300","100","0.2545"
"162275","162069","0","3300","200","2.976"
"162276","162069","0","3300","100","0.738"
"162277","162069","0","3300","100","2.201"
"162278","162069","0","3300","200","2.976"
"162279","162069","0","3300","100","0.31"
"162280","162069","0","3300","100","0.217"
"162281","162069","0","3300","100","0.155"
"162282","162069","0","3300","100","0.2545"
"162283","162069","0","3300","100","0.31"
"162284","162069","0","3300","100","0.217"
"162285","162069","0","3300","100","0.155"
"162286","162069","0","3300","100","0.2545"
"162287","162069","0","3300","100","0.31"
"162288","162069","0","3300","100","0.217"
"162289","162069","0","3300","100","0.155"
"162290","162069","0","3300","100","0.2545"
"162291","162069","0","3300","100","1.128"
"162292","162069","0","3300","100","0.8525"
"162293","162069","0","3300","100","0.3875"
"162294","162069","0","3300","100","0.6355"
"162295","162069","0","3300","200","2.976"
"162296","162069","0","3300","100","0.5645"
"162297","162069","0","3300","100","0.6045"
"162298","162069","0","3300","100","0.5025"
"162299","162069","0","3300","100","0.6045"
"162300","162069","0","3300","100","0.5025"
"162301","162069","0","3300","100","0.369"
"162302","162069","0","3300","100","0.369"
"162303","162069","0","3300","100","0.738"
"162304","162069","0","3300","100","2.012"
"162305","162069","0","3300","200","2.976"
"162306","162069","0","3300","100","0.31"
"162307","162069","0","3300","100","0.217"
"162308","162069","0","3300","100","0.155"
"162309","162069","0","3300","100","0.2545"
"162310","162069","0","3300","100","0.31"
"162311","162069","0","3300","100","0.217"
"162312","162069","0","3300","100","0.155"
"162313","162069","0","3300","100","0.2545"
"162314","162069","0","3300","100","1.776"
"162315","162069","0","3300","100","0.527"
"162316","162069","0","3300","100","0.1705"
"162317","162069","0","3300","100","0.2015"
"162318","162069","0","3300","100","0.431"
"162319","162069","0","3300","100","0.431"
"162320","162069","0","3300","100","0.6355"
"162321","162069","0","3300","100","0.5025"
"162322","162069","0","3300","100","0.6355"
"162323","162069","0","3300","100","0.5025"
"162324","162069","0","3300","200","2.976"
"162325","162069","0","3300","200","2.976"
"162326","162069","0","3300","100","0.6355"
"162327","162069","0","3300","100","0.5645"
"162328","162069","0","3300","100","0.524"
"162329","162069","0","3300","100","0.6355"
"162330","162069","0","3300","100","0.5025"
"162331","162069","0","3300","100","0.6355"
"162332","162069","0","3300","100","0.5645"
"162333","162069","0","3300","100","0.738"
"162334","162069","0","3300","100","0.738"
"162335","162069","0","3300","200","2.976"
"162336","162069","0","3300","100","0.31"
"162337","162069","0","3300","100","0.217"
"162338","162069","0","3300","100","0.155"
"162339","162069","0","3300","100","0.2545"
"162340","162069","0","3300","100","0.31"
"162341","162069","0","3300","100","0.217"
"162342","162069","0","3300","100","0.155"
"162343","162069","0","3300","100","0.2545"
"162344","162069","0","3300","100","0.738"
"162345","162069","0","3300","100","0.31"
"162346","162069","0","3300","100","0.217"
"162347","162069","0","3300","100","0.155"
"162348","162069","0","3300","100","0.2545"
"162349","162069","0","3300","100","0.31"
"162350","162069","0","3300","100","0.217"
"162351","162069","0","3300","100","0.155"
"162352","162069","0","3300","100","0.2545"
"162353","162069","0","3300","100","2.201"
"162354","162069","0","3300","100","0.3565"
"162355","162069","0","3300","100","0.217"
"162356","162069","0","3300","100","0.155"
"162357","162069","0","3300","100","0.2545"
"162651","162647","0","3300","400","16.3496"
"162652","162647","0","3300","400","47.106"
"162653","162647","0","3300","400","15.0333"
"162654","162647","0","3300","200","4.488"
"162655","162647","0","3300","200","3.391"
"162656","162647","0","3300","200","3.053"
"162657","162647","0","3300","200","4.457"
"162658","162647","0","3300","200","4.488"
"162659","162647","0","3300","200","1.855"
"162660","162647","0","3300","200","4.567"
"162661","162647","0","3300","200","3.315"
"162662","162647","0","3300","200","3.122"
"162663","162647","0","3300","100","0.924"
"162664","162647","0","3300","100","0.924"
"162665","162647","0","3300","200","1.848"
"162666","162647","0","3300","100","2.232"
"162667","162647","0","3300","100","0.837"
"162668","162647","0","3300","100","0.3875"
"162669","162647","0","3300","200","2.976"
"162670","162647","0","3300","100","2.201"
"162671","162647","0","3300","500","5.58"
"162672","162647","0","3300","500","3.255"
"162673","162647","0","3300","400","48.8754"
"162674","162647","0","3300","500","5.58"
"162675","162647","0","3300","500","3.255"
"162676","162647","0","3300","500","5.58"
"162677","162647","0","3300","500","3.255"
"162678","162647","0","3300","500","5.58"
"162679","162647","0","3300","500","3.255"
"162680","162647","0","3300","500","5.58"
"162681","162647","0","3300","500","3.255"
"162682","162647","0","3300","500","5.58"
"162683","162647","0","3300","500","3.255"
"162684","162647","0","3300","500","2.79"
"162685","162647","0","3300","200","4.433"
"162686","162647","0","3300","500","2.79"
"162687","162647","0","3300","200","4.433"
"162688","162647","0","3300","500","2.79"
"162689","162647","0","3300","500","5.58"
"162690","162647","0","3300","500","3.255"
"162691","162647","0","3300","500","5.58"
"162692","162647","0","3300","500","3.255"
"162693","162647","0","3300","500","5.58"
"162694","162647","0","3300","500","3.255"
"162695","162647","0","3300","100","0.431"
"162696","162647","0","3300","100","0.431"
"162697","162647","0","3300","100","0.738"
"162698","162647","0","3300","100","2.201"
"162699","162647","0","3300","200","2.976"
"162700","162647","0","3300","100","0.31"
"162701","162647","0","3300","100","0.217"
"162702","162647","0","3300","100","0.155"
"162703","162647","0","3300","100","0.2545"
"162704","162647","0","3300","100","0.31"
"162705","162647","0","3300","100","0.217"
"162706","162647","0","3300","100","0.155"
"162707","162647","0","3300","100","0.2545"
"162708","162647","0","3300","100","0.31"
"162709","162647","0","3300","100","0.217"
"162710","162647","0","3300","100","0.155"
"162711","162647","0","3300","100","0.2545"
"162712","162647","0","3300","200","2.976"
"162713","162647","0","3300","100","0.738"
"162714","162647","0","3300","100","2.201"
"162715","162647","0","3300","200","2.976"
"162716","162647","0","3300","100","0.31"
"162717","162647","0","3300","100","0.217"
"162718","162647","0","3300","100","0.155"
